ordinal	jar	distribution_path	original_sha256	pom_relation	recovered_source_namespaces	stage1_disposition	candidate_artifact	candidate_sha256	later_scope	decision_reason
300	aws-java-sdk-robomaker-1.12.564.jar	lib/aws-java-sdk-robomaker-1.12.564.jar	9b159a1cb7d595b45c0c17be6f3aae3fd68252b4423b0c610f54635897f9ab3a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-robomaker-1.12.564.jar	9b159a1cb7d595b45c0c17be6f3aae3fd68252b4423b0c610f54635897f9ab3a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
301	aws-java-sdk-route53-1.12.564.jar	lib/aws-java-sdk-route53-1.12.564.jar	473b12937a9805466e963cbca6b596844bc9570f0b2351683dc5872817988229	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-route53-1.12.564.jar	473b12937a9805466e963cbca6b596844bc9570f0b2351683dc5872817988229	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
302	aws-java-sdk-route53recoverycluster-1.12.564.jar	lib/aws-java-sdk-route53recoverycluster-1.12.564.jar	7077483c29cfc9acf41029842ee8de0fea048eecbe38f43b31e51e85ef669581	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-route53recoverycluster-1.12.564.jar	7077483c29cfc9acf41029842ee8de0fea048eecbe38f43b31e51e85ef669581	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
303	aws-java-sdk-route53recoverycontrolconfig-1.12.564.jar	lib/aws-java-sdk-route53recoverycontrolconfig-1.12.564.jar	e0d61597d13194652df76a77f4ac690d2048da11465741bd5ea01a59c4c2df3c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-route53recoverycontrolconfig-1.12.564.jar	e0d61597d13194652df76a77f4ac690d2048da11465741bd5ea01a59c4c2df3c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
304	aws-java-sdk-route53recoveryreadiness-1.12.564.jar	lib/aws-java-sdk-route53recoveryreadiness-1.12.564.jar	90c32306bd18c9111cc06d172c229b175d2a341e022a64a052879379ad9e97b7	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-route53recoveryreadiness-1.12.564.jar	90c32306bd18c9111cc06d172c229b175d2a341e022a64a052879379ad9e97b7	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
305	aws-java-sdk-route53resolver-1.12.564.jar	lib/aws-java-sdk-route53resolver-1.12.564.jar	8a6dde91b61d0d60950b06737b4663a052db92cbc13df27827ca03384d50504f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-route53resolver-1.12.564.jar	8a6dde91b61d0d60950b06737b4663a052db92cbc13df27827ca03384d50504f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
306	aws-java-sdk-s3-1.12.564.jar	lib/aws-java-sdk-s3-1.12.564.jar	94fd13f222ce41877f87391e6f89e3522d7efb9a9cc6bf36ef649a13ee70ea98	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-s3-1.12.564.jar	94fd13f222ce41877f87391e6f89e3522d7efb9a9cc6bf36ef649a13ee70ea98	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
307	aws-java-sdk-s3control-1.12.564.jar	lib/aws-java-sdk-s3control-1.12.564.jar	4930c2564b64129562b945d549db7745b3d5621c3aebe785312b5c0016e255ce	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-s3control-1.12.564.jar	4930c2564b64129562b945d549db7745b3d5621c3aebe785312b5c0016e255ce	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
308	aws-java-sdk-s3outposts-1.12.564.jar	lib/aws-java-sdk-s3outposts-1.12.564.jar	740f5075fb45f4fbca2b4cbfd61da173fc45bbe6a3ac6c2c2a40d254b8a2fcfb	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-s3outposts-1.12.564.jar	740f5075fb45f4fbca2b4cbfd61da173fc45bbe6a3ac6c2c2a40d254b8a2fcfb	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
309	aws-java-sdk-sagemaker-1.12.564.jar	lib/aws-java-sdk-sagemaker-1.12.564.jar	7da3e614ff08c4df854535a63b019448cf21931ded26cf89b32bce3dcea3671d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sagemaker-1.12.564.jar	7da3e614ff08c4df854535a63b019448cf21931ded26cf89b32bce3dcea3671d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
310	aws-java-sdk-sagemakeredgemanager-1.12.564.jar	lib/aws-java-sdk-sagemakeredgemanager-1.12.564.jar	338585d5fa5377c1c9826cbc01e0c73575b5abcadcd96f404c8e4878d223644c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sagemakeredgemanager-1.12.564.jar	338585d5fa5377c1c9826cbc01e0c73575b5abcadcd96f404c8e4878d223644c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
311	aws-java-sdk-sagemakerfeaturestoreruntime-1.12.564.jar	lib/aws-java-sdk-sagemakerfeaturestoreruntime-1.12.564.jar	6c1cb768b310cd6bb097f73523607d265d1a30d719e59bf00297533ae677e5a5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sagemakerfeaturestoreruntime-1.12.564.jar	6c1cb768b310cd6bb097f73523607d265d1a30d719e59bf00297533ae677e5a5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
312	aws-java-sdk-sagemakergeospatial-1.12.564.jar	lib/aws-java-sdk-sagemakergeospatial-1.12.564.jar	bc0ffdfc67d0a3356138aca495e921110cfca2312c1d299c648c8d6dcebf809c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sagemakergeospatial-1.12.564.jar	bc0ffdfc67d0a3356138aca495e921110cfca2312c1d299c648c8d6dcebf809c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
313	aws-java-sdk-sagemakermetrics-1.12.564.jar	lib/aws-java-sdk-sagemakermetrics-1.12.564.jar	a5c0489fb264033c33c73efb58eb2d5572b6ea96f5bab6782492a43c635ecb0d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sagemakermetrics-1.12.564.jar	a5c0489fb264033c33c73efb58eb2d5572b6ea96f5bab6782492a43c635ecb0d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
314	aws-java-sdk-sagemakerruntime-1.12.564.jar	lib/aws-java-sdk-sagemakerruntime-1.12.564.jar	3c2fe8963abc0d218990be82af0bdb52e84375b164ad154fdaf21a5370fba6ec	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sagemakerruntime-1.12.564.jar	3c2fe8963abc0d218990be82af0bdb52e84375b164ad154fdaf21a5370fba6ec	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
315	aws-java-sdk-savingsplans-1.12.564.jar	lib/aws-java-sdk-savingsplans-1.12.564.jar	db9a492cc537053755c83eb77f74a6ab65b31a4f5b478ae152d7fcca89aba094	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-savingsplans-1.12.564.jar	db9a492cc537053755c83eb77f74a6ab65b31a4f5b478ae152d7fcca89aba094	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
316	aws-java-sdk-scheduler-1.12.564.jar	lib/aws-java-sdk-scheduler-1.12.564.jar	321aa2f9bd1dfbf8929dc25c45d14e3f123c272f9fa426309044e0c9e0974d39	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-scheduler-1.12.564.jar	321aa2f9bd1dfbf8929dc25c45d14e3f123c272f9fa426309044e0c9e0974d39	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
317	aws-java-sdk-schemas-1.12.564.jar	lib/aws-java-sdk-schemas-1.12.564.jar	a59189840c14cddc11139464e9b8673511795cf7cc268e0ff661d2fb228e0ea5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-schemas-1.12.564.jar	a59189840c14cddc11139464e9b8673511795cf7cc268e0ff661d2fb228e0ea5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
318	aws-java-sdk-secretsmanager-1.12.564.jar	lib/aws-java-sdk-secretsmanager-1.12.564.jar	d80bb3d8153eb83084171d73ed6772fccc1db06071d43aaf88083c786ba64b18	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-secretsmanager-1.12.564.jar	d80bb3d8153eb83084171d73ed6772fccc1db06071d43aaf88083c786ba64b18	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
319	aws-java-sdk-securityhub-1.12.564.jar	lib/aws-java-sdk-securityhub-1.12.564.jar	2feb29e61cf88e75e073771c197a044014b7e83f49c83afd1cddd65c457ea03f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-securityhub-1.12.564.jar	2feb29e61cf88e75e073771c197a044014b7e83f49c83afd1cddd65c457ea03f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
320	aws-java-sdk-securitylake-1.12.564.jar	lib/aws-java-sdk-securitylake-1.12.564.jar	5596f51223ff9750f8dedf688706c4317a2999cc8be284efbbe1bd8e65b3b036	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-securitylake-1.12.564.jar	5596f51223ff9750f8dedf688706c4317a2999cc8be284efbbe1bd8e65b3b036	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
321	aws-java-sdk-serverlessapplicationrepository-1.12.564.jar	lib/aws-java-sdk-serverlessapplicationrepository-1.12.564.jar	926ec0bdeb7b07b0ddb6bf35ddf59725506fd4b965ddfd2744cae52ea9d49320	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-serverlessapplicationrepository-1.12.564.jar	926ec0bdeb7b07b0ddb6bf35ddf59725506fd4b965ddfd2744cae52ea9d49320	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
322	aws-java-sdk-servermigration-1.12.564.jar	lib/aws-java-sdk-servermigration-1.12.564.jar	de8cc1f3c72563820f2faa89e5fcafd86fde0fcf14675bcf5d1bf5c9185388fc	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-servermigration-1.12.564.jar	de8cc1f3c72563820f2faa89e5fcafd86fde0fcf14675bcf5d1bf5c9185388fc	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
323	aws-java-sdk-servicecatalog-1.12.564.jar	lib/aws-java-sdk-servicecatalog-1.12.564.jar	a064b8f67e4475ff83f7ed2ff2ab9c563665eaeae6ae46bcb6a0892aff0df257	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-servicecatalog-1.12.564.jar	a064b8f67e4475ff83f7ed2ff2ab9c563665eaeae6ae46bcb6a0892aff0df257	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
324	aws-java-sdk-servicediscovery-1.12.564.jar	lib/aws-java-sdk-servicediscovery-1.12.564.jar	65f99d0ba64bffffeafc4fa08bcc4bc4e094adb51a80e849eadf4eae6382e7d8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-servicediscovery-1.12.564.jar	65f99d0ba64bffffeafc4fa08bcc4bc4e094adb51a80e849eadf4eae6382e7d8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
325	aws-java-sdk-servicequotas-1.12.564.jar	lib/aws-java-sdk-servicequotas-1.12.564.jar	260793a68e452dfc293ec595d7983d51c2fecb02646d430f794dada1a194700c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-servicequotas-1.12.564.jar	260793a68e452dfc293ec595d7983d51c2fecb02646d430f794dada1a194700c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
326	aws-java-sdk-ses-1.12.564.jar	lib/aws-java-sdk-ses-1.12.564.jar	94988b4155d718ba00c40fb77fa4d9122d001592823e2eb62d272aa7c090557f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ses-1.12.564.jar	94988b4155d718ba00c40fb77fa4d9122d001592823e2eb62d272aa7c090557f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
327	aws-java-sdk-sesv2-1.12.564.jar	lib/aws-java-sdk-sesv2-1.12.564.jar	48b1eea3944fe6f03de3a7858fcf9a9fe0d6ac68c6a83af2d773b8fdf7fd3bf6	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sesv2-1.12.564.jar	48b1eea3944fe6f03de3a7858fcf9a9fe0d6ac68c6a83af2d773b8fdf7fd3bf6	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
328	aws-java-sdk-shield-1.12.564.jar	lib/aws-java-sdk-shield-1.12.564.jar	afc34f94b5dda6125174b2df4eb74d7efbabc0022127bb9400da18a82fdb5fe8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-shield-1.12.564.jar	afc34f94b5dda6125174b2df4eb74d7efbabc0022127bb9400da18a82fdb5fe8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
329	aws-java-sdk-signer-1.12.564.jar	lib/aws-java-sdk-signer-1.12.564.jar	8c7c3ad0fe0e1d702fe8a218560ee1865398e2ddd56a6935020698d6e950f3f1	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-signer-1.12.564.jar	8c7c3ad0fe0e1d702fe8a218560ee1865398e2ddd56a6935020698d6e950f3f1	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
330	aws-java-sdk-simpledb-1.12.564.jar	lib/aws-java-sdk-simpledb-1.12.564.jar	96deda48cdc4fe3422ca8a6fee8c1eabcce7ef0d9b5d463e84b53aea5be847e8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-simpledb-1.12.564.jar	96deda48cdc4fe3422ca8a6fee8c1eabcce7ef0d9b5d463e84b53aea5be847e8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
331	aws-java-sdk-simpleworkflow-1.12.564.jar	lib/aws-java-sdk-simpleworkflow-1.12.564.jar	9d615b8caa554ed72af6dd716ab062dfcfe7e8dc4535bdbc211946d193717182	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-simpleworkflow-1.12.564.jar	9d615b8caa554ed72af6dd716ab062dfcfe7e8dc4535bdbc211946d193717182	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
332	aws-java-sdk-simspaceweaver-1.12.564.jar	lib/aws-java-sdk-simspaceweaver-1.12.564.jar	c295b0c2dc7291a75db08954ed241461d5095e6a02eaef933159988df7006fc4	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-simspaceweaver-1.12.564.jar	c295b0c2dc7291a75db08954ed241461d5095e6a02eaef933159988df7006fc4	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
333	aws-java-sdk-snowball-1.12.564.jar	lib/aws-java-sdk-snowball-1.12.564.jar	656c045bee808ca690c590659b2ea86da3ed368335b478f1a25039dd844ca5d9	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-snowball-1.12.564.jar	656c045bee808ca690c590659b2ea86da3ed368335b478f1a25039dd844ca5d9	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
334	aws-java-sdk-snowdevicemanagement-1.12.564.jar	lib/aws-java-sdk-snowdevicemanagement-1.12.564.jar	d02f61e1a62bcd6f77d09be72f29c67274b5428f258fa0c0c92b8018802fe76f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-snowdevicemanagement-1.12.564.jar	d02f61e1a62bcd6f77d09be72f29c67274b5428f258fa0c0c92b8018802fe76f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
335	aws-java-sdk-sns-1.12.564.jar	lib/aws-java-sdk-sns-1.12.564.jar	0253713a49c8f423d5aad3c630e427e706a1e2e851617660a46290a85b81ad60	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sns-1.12.564.jar	0253713a49c8f423d5aad3c630e427e706a1e2e851617660a46290a85b81ad60	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
336	aws-java-sdk-sqs-1.12.564.jar	lib/aws-java-sdk-sqs-1.12.564.jar	d52a45197e9173d8ea60fe60d333aadd1c57eba17d1e6ef26e459f8585eb7750	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sqs-1.12.564.jar	d52a45197e9173d8ea60fe60d333aadd1c57eba17d1e6ef26e459f8585eb7750	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
337	aws-java-sdk-ssm-1.12.564.jar	lib/aws-java-sdk-ssm-1.12.564.jar	470e70c369dfda7e07f04d547d5d36078af62922bd43eac8227642cc5201d129	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ssm-1.12.564.jar	470e70c369dfda7e07f04d547d5d36078af62922bd43eac8227642cc5201d129	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
338	aws-java-sdk-ssmcontacts-1.12.564.jar	lib/aws-java-sdk-ssmcontacts-1.12.564.jar	4824c67cc150ce9bf68c522f189bd1c71b717f6c7b42c5893bd9d7121ff0f851	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ssmcontacts-1.12.564.jar	4824c67cc150ce9bf68c522f189bd1c71b717f6c7b42c5893bd9d7121ff0f851	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
339	aws-java-sdk-ssmincidents-1.12.564.jar	lib/aws-java-sdk-ssmincidents-1.12.564.jar	bb710f9cb617eb127d52f77c23e0acc2f370408f18e1cbccff44630bd7332dea	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ssmincidents-1.12.564.jar	bb710f9cb617eb127d52f77c23e0acc2f370408f18e1cbccff44630bd7332dea	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
340	aws-java-sdk-ssmsap-1.12.564.jar	lib/aws-java-sdk-ssmsap-1.12.564.jar	5a90cbaeaab585020bb64af6622ed4874780da69317c9121efcce968084af918	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ssmsap-1.12.564.jar	5a90cbaeaab585020bb64af6622ed4874780da69317c9121efcce968084af918	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
341	aws-java-sdk-sso-1.12.564.jar	lib/aws-java-sdk-sso-1.12.564.jar	842318c91a2bd80d3bd4ca4ffcbbc1293fec112b9af65e775747d35ffbec77f6	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-sso-1.12.564.jar	842318c91a2bd80d3bd4ca4ffcbbc1293fec112b9af65e775747d35ffbec77f6	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
342	aws-java-sdk-ssoadmin-1.12.564.jar	lib/aws-java-sdk-ssoadmin-1.12.564.jar	347d4519160835da7f39b1be6e5429e70590d5f8ebd8a9377ac21da06a6d008b	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ssoadmin-1.12.564.jar	347d4519160835da7f39b1be6e5429e70590d5f8ebd8a9377ac21da06a6d008b	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
343	aws-java-sdk-ssooidc-1.12.564.jar	lib/aws-java-sdk-ssooidc-1.12.564.jar	9d6eb65f744b2d5214f50df1a343d26bca8b93a5ec524bb62d0a4d389208e9f3	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-ssooidc-1.12.564.jar	9d6eb65f744b2d5214f50df1a343d26bca8b93a5ec524bb62d0a4d389208e9f3	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
